literal	components	onyomi	component_only_set	phono_component_sets	largest_phonetic_set_size	reliability_rating
椎	['隹', '亻', '木']	['ツイ', 'スイ']	[]	[]	0	0
簧	['一', '八', '由', '廿', '黃', '竹']	['コウ']	[]	[]	0	0
褒	['木', '保', '亠', '亻', '衣', '口', '呆']	['ホウ']	[]	[]	0	0
帰	['刂', '⺕', '冖', '巾', '帚']	['キ']	[]	[]	0	0
伝	['二', '亻', '云', '厶']	['デン', 'テン']	[]	[]	0	0
悁	['口', '肙', '月', '忄']	['エン', 'ケン']	[]	[]	0	0
糟	['曹', '日', '十', '丿', '米', '廾', '曲']	['コウ', 'ソウ']	[]	[]	0	0
廓	['厂', '郭', '亠', '子', '⻏', '广', '口', '享']	['カク']	[]	[]	0	0
鵄	['灬', '土', '鳥', '至', '厶']	['シ']	[]	[]	0	0
肄	['匕', '聿', '天', '大', '⺕', '矢', '丨']	['イ']	[]	[]	0	0
簾	['厂', '八', '广', '⺕', '廉', '丨', '竹', '兼']	['レン']	[]	[]	0	0
師	['丿', '巾', '丨']	['シ']	[]	[['鰤', '篩', '獅']]	3	1.0
宵	['宀', '⺌', '冖', '肖', '月']	['ショウ']	[]	[]	0	0
簪	['八', '日', '丿', '旡', '儿', '竹']	['シン', 'サン']	[]	[]	0	0
褝	['一', '日', '単', '⺍', '甲', '衤', '丨']	['タン', 'ゼン']	[]	[]	0	0
鵐	['从', '鳥', '灬', '巫', '人', '工']	['ブ', 'ム']	[]	[]	0	0
槻	['木', '見', '大', '規', '夫', '目', '儿']	['キ']	[]	[]	0	0
槨	['木', '郭', '亠', '子', '⻏', '口', '享']	['カク']	[]	[]	0	0
瘟	['疒', '𥁕', '皿', '人', '囚', '囗']	['オン']	[]	[]	0	0
旬	['日', '丿', '勹']	['ジュン', 'シュン']	['絢']	[['詢', '徇', '恂', '筍', '荀', '殉', '洵'], ['詢', '徇', '恂', '筍', '荀', '洵']]	7	0.875
羔	['羊', '灬', '䒑']	['コウ']	['窯']	[['羮', '羹']]	2	0.667
艹	[]	[]	['謨', '芋', '芟', '蔡', '蔵', '攤', '糒', '朦', '蒂', '蓍', '菫', '摸', '菟', '葩', '韈', '葛', '冪', '茲', '臓', '曄', '檬', '椛', '苅', '羃', '花', '欟', '藜', '芳', '蔭', '藕', '蒜', '蒼', '茘', '茫', '菓', '蓁', '嘩', '葎', '著', '茱', '蒻', '蒔', '臟', '蔣', '芽', '芝', '權', '躪', '芒', '芍', '藤', '藐', '槿', '蟒', '暎', '蒋', '蒟', '蒄', '蒐', '菖', '茉', '蓄', '蒿', '茵', '蓋', '茴', '葆', '貘', '茯', '蔦', '藹', '蔽', '艨', '藥', '罐', '謹', '蔘', '藪', '勵', '鋩', '茶', '蓊', '嘆', '菜', '茣', '華', '蒲', '瀟', '葹', '菠', '蓆', '檠', '獲', '糢', '藝', '蔬', '磁', '備', '護', '薜', '驩', '苞', '薩', '苓', '藁', '苧', '襪', '寛', '瑾', '蘯', '莓', '莇', '莞', '莊', '菊', '荐', '萢', '荅', '莽', '蕚', '癘', '苦', '蕎', '苒', '藏', '蕗', '蕃', '薨', '薛', '薔', '驀', '薀', '苫', '蕕', '藍', '苟', '蕁', '蕩', '剳', '鑵', '懃', '莟', '囈', '萵', '蓖', '荊', '墓', '萼', '菅', '描', '莱', '荒', '蓮', '菌', '萠', '蓚', '莅', '慕', '蘭', '蘢', '苑', '蕨', '若', '薺', '蕀', '苹', '驚', '薗', '薊', '薇', '苡', '蕋', '苜', '慌', '莵', '菁', '萱', '莨', '灘', '萬', '塔', '憊', '寞', '苛', '苔', '歡', '夢', '警', '薄', '薐', '蕊', '讙', '糀', '惹', '蟆', '蠖', '諾', '甍', '曚', '慝', '莖', '礪', '儚', '萪', '蓐', '搭', '荀', '蓬', '菎', '蓑', '荏', '落', '莎', '莚', '蘰', '膵', '蘿', '蠎', '膜', '錨', '蟇', '幕', '苣', '苗', '薑', '薈', '蕣', '薯', '蕷', '埖', '燕', '餝', '萃', '蓴', '萎', '荘', '萍', '韮', '蓼', '莪', '墸', '匿', '僅', '蕭', '苳', '藉', '穫', '譁', '硴', '敬', '苙', '薮', '蕈', '英', '覲', '繭', '蘂', '蘖', '萩', '荳', '莫', '蘚', '蘗', '慈', '舊', '蕉', '渮', '顴', '薦', '苴', '苻', '瑛', '錺', '樺', '蘊', '蘇', '蘓', '萌', '莠', '荷', '萄', '灌', '萋', '萸', '莉', '蘆', '薪', '蕘', '薙', '苺', '薹', '薬', '觀', '蠣', '蘋', '邁', '荻', '蓙', '霙', '萇', '蓿', '荵', '萓', '萊', '荼', '草', '儺', '莢', '嚆', '臈', '模', '猫', '錵', '薫', '蕾', '薤', '蕪', '歎', '芙', '藺', '蔀', '芹', '芬', '蔔', '藷', '芥', '漠', '茆', '葯', '菱', '菰', '葉', '葡', '鞴', '蒭', '菘', '葵', '勤', '勸', '募', '糲', '艾', '蔕', '芫', '芸', '満', '艱', '蔗', '藻', '芦', '蔚', '躇', '獏', '濛', '茅', '董', '菽', '葷', '矇', '茹', '葮', '菲', '葺', '蒡', '茸', '葭', '茄', '蓉', '葢', '漢', '藩', '難', '蔆', '孳', '蒙', '菷', '茨', '葦', '鞳', '蒹', '蒸', '茜', '暮', '鸛', '芭', '蔓', '滋', '蔑', '芯', '茎', '菴', '葬', '葱', '茗', '范', '菻', '茂', '菩', '茖', '葫', '饉', '懽', '藾', '蔟']	[]	0	0
酳	['一', '西', '幺', '月', '酉']	['シン', 'イン']	[]	[]	0	0
所	['斤', '戸']	['ショ']	[]	[]	0	0
瘋	['中', '疒', '丨', '丿', '風', '口', '虫', '几']	['フウ']	[]	[]	0	0
醸	['三', '一', '八', '六', '𧘇', '西', '亠', '㐮', '酉']	['ジョウ']	[]	[]	0	0
醫	['一', '医', '天', '殳', '几', '丿', '大', '西', '匚', '又', '矢', '殹', '酉']	['イ']	[]	[]	0	0
垢	['厂', '后', '土', '丿', '口']	['コウ', 'ク']	[]	[]	0	0
蔣	['將', '爿', '艹', '寸', '月']	['ショウ', 'ソウ']	[]	[]	0	0
芽	['艹', '丿', '牙', '亅']	['ガ']	[]	[]	0	0
坡	['皮', '土']	['ハ', 'ヒ']	[]	[]	0	0
扨	['丿', '刀', '扌', '刄', '乂']	['サ']	[]	[]	0	0
扛	['工', '扌']	['コウ']	[]	[]	0	0
酪	['一', '西', '口', '各', '夂', '酉']	['ラク']	[]	[]	0	0
零	['一', '令', '雨', '人', 'マ']	['レイ']	[]	[['澪']]	1	1.0
日	[]	['ジツ', 'ニチ']	['罩', '謨', '羶', '竸', '奄', '竟', '旧', '電', '押', '帽', '伸', '鰻', '褐', '胆', '縮', '漕', '厘', '詢', '暑', '晝', '爍', '晒', '壓', '撞', '堰', '堤', '蓍', '嘗', '摸', '葩', '徇', '都', '亘', '葛', '冪', '禺', '乾', '饅', '曄', '晞', '詣', '暄', '輹', '演', '橦', '鐔', '單', '廸', '鰉', '廟', '悍', '廐', '糧', '抻', '借', '羃', '煉', '旦', '體', '謁', '稲', '欄', '滉', '罨', '童', '湶', '妲', '稽', '湯', '煮', '艟', '垣', '拍', '藕', '絏', '宴', '複', '蜴', '暝', '檪', '鮨', '棉', '黒', '哩', '疸', '単', '油', '娼', '娉', '混', '瀚', '菓', '冥', '揚', '鞭', '靼', '著', '擅', '洩', '蒔', '暾', '脾', '晄', '晋', '箟', '袙', '晟', '曇', '暇', '縵', '縉', '悼', '胄', '恂', '鶇', '理', '鰭', '糟', '簪', '褝', '旬', '罎', '竭', '藐', '煦', '綽', '寅', '柚', '恒', '暗', '暃', '閘', '暎', '箔', '晨', '晏', '厭', '壜', '復', '徼', '神', '菖', '撩', '挿', '貘', '瞭', '禅', '泉', '馨', '徨', '晩', '晁', '閹', '嶂', '筍', '篁', '暖', '鍠', '觴', '宿', '坤', '照', '藹', '釉', '抽', '藥', '稈', '湿', '竡', '旭', '煬', '坦', '廛', '勵', '鐐', '喧', '獪', '蟬', '濳', '桿', '黯', '黛', '嵎', '晃', '暴', '堵', '豬', '提', '瀑', '得', '場', '哽', '曁', '愿', '爆', '畠', '蚰', '暼', '時', '魄', '暁', '鰰', '槽', '俺', '糢', '綿', '簡', '担', '艚', '瘍', '章', '穐', '寔', '幌', '幹', '線', '惠', '猩', '剿', '潭', '樟', '織', '腆', '曦', '曝', '春', '蘯', '弾', '捜', '凰', '墅', '韶', '捏', '塒', '膿', '昿', '呷', '潮', '惜', '楮', '榠', '幟', '楷', '戠', '癘', '殤', '温', '驀', '薀', '顆', '殫', '踝', '皙', '渚', '碍', '舳', '焔', '蕩', '白', '佰', '寮', '蝗', '猖', '蝎', '憚', '繚', '憎', '潼', '鯣', '纏', '腹', '曹', '臆', '壇', '捍', '韻', '墓', '掩', '億', '韵', '婚', '昧', '呻', '慕', '書', '腸', '蘭', '甅', '憶', '甑', '膾', '憂', '澣', '膓', '潴', '岶', '鑠', '緜', '緡', '粳', '焜', '百', '鼬', '夥', '題', '穆', '髀', '竅', '穂', '皈', '顕', '隙', '偈', '舶', '陽', '廏', '糎', '鷯', '幎', '柏', '繝', '樂', '曠', '弼', '礫', '萱', '遼', '増', '響', '境', '萬', '赭', '昭', '曜', '昶', '鬘', '庵', '寓', '果', '紳', '寞', '螟', '戦', '陳', '識', '渇', '習', '穗', '翫', '踏', '戰', '陥', '楾', '粨', '幔', '鱆', '紬', '緒', '蟆', '胛', '裼', '轢', '巣', '諳', '蠍', '映', '曚', '纒', '昴', '是', '痩', '浬', '礪', '儂', '荀', '遭', '音', '掲', '菎', '噫', '墨', '昼', '蘰', '曖', '届', '樔', '潦', '膜', '鯤', '覈', '蟇', '粕', '籍', '幕', '楽', '偶', '殉', '竃', '皓', '隍', '皇', '歇', '譖', '薈', '釐', '薯', '但', '榻', '錬', '鏝', '蝉', '裹', '棔', '激', '曳', '甦', '星', '狎', '甲', '曾', '慢', '匙', '墹', '塲', '賜', '遇', '優', '囎', '儲', '墸', '曽', '申', '曲', '闡', '昌', '裸', '櫓', '崑', '栢', '東', '耆', '錫', '嗜', '璋', '便', '鄲', '藉', '皆', '譚', '階', '譜', '的', '障', '碣', '皐', '軸', '皋', '癇', '蕈', '襌', '惶', '鏥', '覆', '杳', '怕', '錦', '農', '諠', '潛', '濃', '澗', '由', '昊', '易', '昇', '替', '賭', '擽', '擾', '遑', '莫', '掉', '昆', '慴', '曙', '慯', '腥', '屠', '潜', '櫟', '杲', '蝮', '惺', '者', '怛', '惷', '鱠', '練', '燗', '顫', '願', '譛', '顯', '硬', '療', '偕', '隰', '幢', '嬋', '蝪', '覃', '唱', '層', '繪', '曩', '曼', '昂', '匣', '憧', '曵', '萌', '搨', '霾', '涅', '遏', '氈', '更', '明', '昃', '樶', '諸', '履', '鏡', '瑁', '榊', '猪', '傷', '碧', '皀', '隅', '皖', '偖', '薬', '鱧', '蝿', '錯', '剔', '岫', '蠣', '棹', '昜', '邁', '駻', '韓', '蓿', '措', '噌', '草', '邀', '臈', '昨', '昏', '曷', '昔', '憬', '腺', '模', '諧', '棟', '裡', '蠢', '岬', '蠶', '鴨', '楊', '覩', '斡', '戟', '陌', '偃', '翰', '皃', '复', '皎', '皚', '盟', '藷', '僧', '簟', '絢', '珀', '恵', '聘', '暘', '漠', '箪', '狛', '梗', '晧', '袒', '暸', '暫', '鞜', '彙', '泊', '影', '禮', '亰', '児', '貍', '沓', '典', '鞨', '揩', '彰', '瞑', '冒', '暹', '梍', '晦', '闍', '檄', '卓', '意', '峺', '魯', '迪', '原', '棍', '黙', '朝', '募', '鰛', '鵲', '糲', '宣', '艪', '倬', '燎', '醒', '竰', '醋', '騨', '羯', '髷', '旱', '盪', '躇', '椣', '簞', '獏', '勦', '鯉', '専', '箸', '晰', '晤', '洵', '冐', '嫺', '馥', '香', '瞳', '睹', '靨', '冑', '愃', '愎', '愚', '暦', '橸', '濕', '迫', '瓸', '里', '軆', '湟', '署', '謾', '旨', '旻', '槹', '勗', '黶', '厚', '裏', '縄', '課', '脂', '暢', '晉', '亶', '豊', '冕', '靄', '摺', '瀦', '貌', '贈', '景', '檍', '暮', '晴', '桓', '宙', '職', '最', '鰆', '鰒', '帛', '褶', '瘴', '醴', '蔓', '量', '早', '奢', '醍', '溟', '旺', '倡', '源', '僭', '埋', '熾', '伯', '椙', '喝', '俚', '啅', '諌', '魘', '暉', '曉', '晢', '晶', '檀', '彈', '兜', '撮', '菴', '凍', '貊', '亀', '嘲', '指', '淹', '禪', '汨', '狸', '智', '闇', '普', '檜', '袖', '暈', '漫', '間', '鐘', '會', '椿', '僮', '艶', '僚', '煌', '躔', '僣', '野']	[['衵', '昵']]	2	0.003
盾	['厂', '丿', '十', '目']	['ジュン']	['遁']	[['楯', '循']]	2	0.667
煢	['火', '十', '乙', '冖', '𤇾', '炏']	['ケイ']	[]	[]	0	0
燉	['火', '攵', '亠', '丿', '子', '口', '享', '敦', '乂', '𠂉']	['トン']	[]	[]	0	0
醤	['一', '西', '将', '⺦', '寸', '⺤', '酉']	['ショウ']	[]	[]	0	0
阜	['十', '丿', '𠂤']	['フ', 'フウ']	[]	[['埠']]	1	1.0
溢	['八', '益', '皿', '氵']	['イツ']	[]	[]	0	0
稱	['冉', '禾', '木', '土', '丿', '冂', '⺤']	['ショウ']	[]	[]	0	0
謂	['田', '言', '口', '胃', '月']	['イ']	[]	[]	0	0
蹤	['从', '亻', '口', '從', '彳', '人', '龰', '足']	['ショウ']	[]	[]	0	0
磯	['厂', '一', '丶', '幺', '丿', '幾', '口', '戈', '人', '戍', '石', '弋']	['キ']	[]	[]	0	0
抗	['亠', '丿', '扌', '亢', '几']	['コウ']	[]	[]	0	0
芝	['艹', '之', '丶']	['シ']	[]	[]	0	0
竝	['亠', '立']	['ヘイ', 'ホウ']	[]	[]	0	0
髣	['髟', '亠', '長', '彡', '厶', '方']	['ホウ']	[]	[]	0	0
抃	['一', '卜', '亠', '扌', '卞', '下']	['ベン']	[]	[]	0	0
權	['隹', '木', '亻', '口', '艹']	['ケン', 'ゴン']	[]	[]	0	0
躪	['隹', '藺', '亻', '門', '口', '艹', '足']	['リン']	[]	[]	0	0
羨	['羊', '欠', '氵', '䒑']	['セン', 'エン']	[]	[]	0	0
頽	['禾', '木', '頁', '八', '丿', '目', '貝', '儿', '几', '禿']	['タイ']	[]	[]	0	0
謖	['口', '言', '夂', '田']	['ショク', 'シュク']	[]	[]	0	0
砺	['厂', '一', '口', '石', '万']	['レイ']	[]	[]	0	0
竦	['木', '亠', '束', '立', '口']	['ショウ']	[]	[]	0	0
毘	['田', '匕', '比']	['ヒ', 'ビ']	[]	[]	0	0
罎	['日', '云', '雲', '雨', '缶', '厶', '曇', '二']	['ドン', 'タン']	[]	[]	0	0
竒	['亠', '丁', '立', '亅', '口', '可']	['キ']	[]	[['嵜']]	1	1.0
芒	['亡', '艹', '匸', '亠']	['ボウ', 'モウ', 'コウ']	[]	[['鋩']]	1	1.0
髮	['髟', '丶', '長', '丿', '大', '彡', '犮', '厶', '犬']	['ハツ']	[]	[]	0	0
磔	['木', '桀', '口', '夕', '舛', '石']	['タク', 'チャク']	[]	[]	0	0
齒	['卜', '从', '凵', '人', '止']	['シ']	['齟', '齔', '齬', '齲', '齦', '齪', '齧', '齷', '齣', '囓', '齶', '齠', '齡']	[]	0	0
稙	['禾', '木', '直', '十', '丿', '目']	['ショク', 'チョク']	[]	[]	0	0
砧	['口', '占', '石', '卜']	['チン']	[]	[]	0	0
蹴	['丶', '小', '亠', '丿', '尢', '京', '口', '尤', '儿', '就', '足']	['シュク', 'シュウ']	[]	[]	0	0
熙	['巳', '己', '匚', '灬']	['キ']	[]	[]	0	0
抓	['丿', '爪', '扌']	['ソウ']	[]	[]	0	0
髓	['月', '骨', '工', '左', '辶']	['ズイ']	[]	[]	0	0
蹠	['厂', '灬', '十', '广', '口', '廿', '足', '庶']	['セキ']	[]	[]	0	0
竭	['勹', '亠', '曷', '日', '丿', '立', '匃', '人']	['ケツ']	[]	[]	0	0
芍	['丶', '勹', '丿', '勺', '艹']	['シャク']	[]	[]	0	0
頭	['八', '頁', '豆', '口', '目', '貝']	['トウ', 'ズ', 'ト']	[]	[]	0	0
騫	['三', '一', '八', '灬', '宀', '馬', '冖']	['ケン']	[]	[]	0	0
謝	['言', '口', '身', '射', '寸']	['シャ']	[]	[]	0	0
騰	['龹', '灬', '駦', '馬', '人', '二', '月']	['トウ']	[]	[]	0	0
磐	['舟', '殳', '丿', '口', '般', '又', '石', '几']	['バン', 'ハン']	[]	[]	0	0
髪	['髟', '友', '長', '彡', '厶', '又']	['ハツ']	[]	[]	0	0
把	['巴', '己', '扌']	['ハ', 'ワ']	[]	[]	0	0
蹈	['臼', '口', '舀', '⺤', '足']	['トウ']	[]	[]	0	0
髞	['木', '亠', '品', '喿', '口', '冋', '高', '冂']	['ソウ']	[]	[]	0	0
択	['八', '扌', '尸', '尺']	['タク']	[]	[]	0	0
竢	['亠', '天', '立', '大', '厶', '矢', '矣']	['シ']	[]	[]	0	0
飜	['田', '釆', '十', '丿', '米', '飛', '廾', '番', '升']	['ハン', 'ホン']	[]	[]	0	0
稼	['禾', '木', '丿', '豕', '宀', '家', '冖']	['カ']	[]	[]	0	0
倚	['一', '丁', '亻', '大', '亅', '口', '可', '奇']	['イ', 'キ']	[]	[]	0	0
醯	['一', '川', '西', '亠', '㐬', '皿', '厶', '酉']	['ケイ', 'カイ']	[]	[]	0	0
藤	['氺', '劵', '人', '二', '艹', '滕', '月']	['トウ', 'ドウ']	[]	[]	0	0
酷	['一', '牛', '西', '告', '口', '酉']	['コク']	[]	[]	0	0
龜	['⺕', '𠂊']	['キュウ', 'キ', 'キン']	['龝']	[['鬮']]	1	0.5
妁	['丶', '勹', '丿', '女', '勺']	['シャク']	[]	[]	0	0
藐	['皃', '白', '八', '貌', '日', '丿', '豸', '艹', '儿']	['ビョウ', 'バク']	[]	[]	0	0
煽	['羽', '火', '扇', '戸']	['セン']	[]	[]	0	0
酣	['一', '西', '甘', '十', '廿', '酉']	['カン']	[]	[]	0	0
釈	['八', '尺', '釆', '丿', '尸', '米']	['シャク', 'セキ']	[]	[]	0	0
拊	['付', '亻', '寸', '扌']	['フ']	[]	[]	0	0
收	['攵', '丿', '乂', '丨', '𠂉']	['シュウ']	[]	[]	0	0
煦	['勹', '灬', '日', '丿', '口', '句']	['ク']	[]	[]	0	0
手	[]	['シュ', 'ズ']	['欅', '拏', '挈', '挙', '攣', '摩', '撃', '看', '拜', '擧', '搴', '掌', '襷', '掣', '擘', '拿', '拳', '湃', '承', '攀', '摯']	[]	0	0
龕	['龍', '一', '亠', '合', '立', '口', '人', '月']	['カン', 'ガン']	[]	[]	0	0
旡	['丿', '儿', '八']	['キ', 'ケ']	['廐', '簪', '无', '漑', '慨', '譖', '潛', '概', '蠶', '僭', '厩']	[['既', '曁']]	2	0.154
雲	['雨', '二', '云', '厶']	['ウン']	['靉', '曇', '罎', '壜', '靆']	[['繧']]	1	0.167
僻	['亠', '十', '亻', '尸', '立', '口', '𡰪', '辛', '辟']	['ヘキ', 'ヒ', 'ヘイ']	[]	[]	0	0
拇	['母', '毋', '扌']	['ボ']	[]	[]	0	0
熬	['攵', '放', '土', '灬', '亠', '丿', '𠂉', '乂', '方', '敖']	['ゴウ']	[]	[]	0	0
熹	['吉', '喜', '灬', '口', '士']	['キ']	[]	[]	0	0
肛	['工', '月']	['コウ']	[]	[]	0	0
絅	['口', '冂', '冋', '糸']	['ケイ']	[]	[]	0	0
鳥	['灬']	['チョウ']	['鵆', '鵝', '嶌', '嶋', '鵞', '鷄', '鵑', '鷆', '鶲', '鶇', '鵄', '鵐', '鳬', '鶺', '鶚', '鵁', '鳫', '鵜', '鷂', '鶴', '鶻', '鷏', '鶏', '鶩', '鷁', '鳧', '鴬', '鷦', '鴿', '鴫', '鷓', '鷹', '鴦', '鴪', '鴾', '鷸', '鷯', '鴣', '鷗', '鴈', '鴻', '鷭', '鴉', '鴟', '鷲', '鷽', '鴇', '嗚', '鴆', '鴒', '鷙', '鴃', '鴎', '鴕', '搗', '塢', '鷺', '鴛', '鴨', '鶸', '鶫', '鳶', '鶤', '島', '鸞', '鵲', '鳩', '鵤', '鵬', '鵙', '鳴', '鳰', '鵡', '梟', '鸛', '鵠', '鵯', '鵈', '鳳', '槝', '鶉', '鸚', '鶯', '鵺']	[['蔦', '樢']]	2	0.023
富	['畐', '一', '田', '宀', '口', '冖']	['フ', 'フウ']	[]	[]	0	0
簣	['八', '中', '口', '貴', '目', '貝', '丨', '竹']	['キ']	[]	[]	0	0
綽	['卜', '卓', '早', '日', '十', '糸']	['シャク']	[]	[]	0	0
褂	['卜', '卦', '土', '圭', '衤']	['ケイ', 'カイ', 'ケ']	[]	[]	0	0
簷	['言', '口', '詹', '𠂊', '竹']	['エン']	[]	[]	0	0
伍	['二', '亻', '五']	['ゴ']	[]	[]	0	0
喘	['耑', '而', '口', '山', '冂']	['ゼン', 'セン']	[]	[]	0	0
廚	['壴', '厂', '吉', '豆', '广', '口', '士', '寸']	['シュウ', 'ズ', 'チュ', 'チュウ']	[]	[]	0	0
俵	['亠', '表', '亻', '衣', '二']	['ヒョウ']	[]	[]	0	0
糯	['而', '雨', '需', '米', '冂']	['ダ', 'ナ']	[]	[]	0	0
廣	['厂', '一', '八', '由', '广', '廿', '黃']	['コウ']	[]	[['曠', '礦', '鑛', '擴', '壙']]	5	1.0
孝	['耂', '十', '子']	['コウ', 'キョウ']	[]	[['酵', '哮'], ['教']]	2	1.0
槿	['三', '一', '木', '十', '堇', '廿', '艹']	['キン']	[]	[]	0	0
絹	['口', '肙', '月', '糸']	['ケン']	[]	[['羂']]	1	1.0
経	['圣', '土', '又', '糸']	['ケイ', 'キョウ', 'キン']	[]	[]	0	0
悌	['弔', '丿', '弓', '弟', '丨', '忄']	['テイ', 'ダイ']	[]	[]	0	0
鳬	['丿', '几', '鳥']	['フ']	[]	[]	0	0
鰲	['田', '攵', '放', '魚', '土', '灬', '亠', '丿', '𠂉', '𠂊', '乂', '方', '敖']	['ゴウ']	[]	[]	0	0
網	['罒', '亠', '罔', '匸', '亡', '冂', '糸']	['モウ']	[]	[]	0	0
寅	['八', '日', '由', '宀', '冖', '丨']	['イン']	['演']	[]	0	0
帯	['卅', '十', '丿', '冖', '巾', '廿', '廾', '丗']	['タイ']	[]	[['滞']]	1	1.0
鶺	['鳥', '灬', '人', '脊', '二', '月']	['セキ']	[]	[]	0	0
糠	['厂', '氺', '广', '⺕', '米', '康', '隶']	['コウ']	[]	[]	0	0
様	['羊', '木', '氺', '䒑']	['ヨウ', 'ショウ']	[]	[]	0	0
啾	['禾', '木', '火', '丿', '口', '秋']	['シュウ']	[]	[]	0	0
柚	['日', '由', '木', '丨']	['ユ', 'ユウ', 'ジク']	[]	[]	0	0
鶚	['鳥', '灬', '口', '咢', '二']	['ガク']	[]	[]	0	0
鍵	['建', '聿', '金', '⺕', '廴', '丨']	['ケン']	[]	[]	0	0
恆	['丶', '互', '彑', '亙', '二', '忄']	['コウ']	[]	[]	0	0
聚	['又', '耳', '取', '亻']	['シュウ', 'シュ']	[]	[['驟']]	1	1.0
鐓	['攵', '亠', '金', '丿', '子', '口', '享', '敦', '乂', '𠂉']	['タイ']	[]	[]	0	0
鎭	['八', '眞', '匕', '金', '目']	['チン']	[]	[]	0	0
利	['丿', '禾', '木', '刂']	['リ']	['鯏']	[['犁', '莉', '痢', '梨', '俐', '蜊', '悧']]	7	0.875
肴	['丿', '乂', '有', '月']	['コウ']	[]	[['淆']]	1	1.0
鐇	['田', '釆', '丿', '金', '米', '番']	['ハン']	[]	[]	0	0
朴	['卜', '木']	['ボク']	[]	[]	0	0
柮	['木', '山', '凵', '出']	['トツ']	[]	[]	0	0
恒	['一', '日', '亘', '旦', '二', '忄']	['コウ']	[]	[]	0	0
蟒	['中', '廾', '十', '丿', '莽', '大', '口', '虫', '艹', '丨']	['ボウ', 'モウ']	[]	[]	0	0
宅	['一', '丿', '宀', '冖', '乇', '七']	['タク']	['詫', '侘', '咤']	[]	0	0
鍼	['厂', '一', '丶', '咸', '金', '丿', '口', '戈', '戍', '弋']	['シン']	[]	[]	0	0
瓩	['丶', '十', '丿', '千', '瓦']	[]	[]	[]	0	0
喫	['契', '大', '龶', '口', '刀']	['キツ']	[]	[]	0	0
蜥	['木', '中', '斤', '析', '口', '虫', '丨']	['シャク', 'セキ']	[]	[]	0	0
月	[]	['ゲツ', 'ガツ']	['溯', '齟', '蔡', '羂', '肝', '育', '胆', '朦', '輸', '梢', '脱', '愈', '壓', '瀛', '撒', '臓', '愉', '峭', '縢', '筋', '朧', '柤', '廟', '肓', '砠', '體', '醬', '鵑', '肌', '背', '肱', '畳', '臑', '祖', '壟', '兪', '脾', '狷', '脳', '臟', '哨', '胄', '宜', '肋', '悁', '宵', '酳', '蔣', '謂', '髓', '騰', '藤', '龕', '肛', '絹', '鶺', '肴', '情', '蛆', '脣', '厭', '贏', '静', '逍', '有', '肩', '悄', '組', '鷂', '龍', '肚', '鶻', '胃', '肺', '胎', '橢', '脈', '脯', '愬', '臚', '沮', '徂', '囿', '鞘', '撚', '狙', '脉', '鍮', '肖', '羆', '謄', '髑', '姐', '胥', '岨', '腆', '莇', '揃', '膰', '膿', '腓', '潮', '胤', '胸', '襲', '窰', '骼', '楡', '瑤', '胝', '鏘', '剪', '膝', '繃', '膽', '腑', '腹', '臆', '遙', '趙', '消', '萠', '擦', '塑', '餬', '腟', '腋', '腸', '膳', '蘢', '膾', '繖', '膊', '膓', '胞', '籐', '糊', '精', '覦', '髀', '骨', '髏', '髄', '骰', '渝', '粗', '胚', '膚', '屑', '繝', '膃', '膺', '腔', '遯', '揄', '遡', '態', '腕', '蛸', '臍', '臂', '膂', '耡', '蝓', '胖', '翦', '磆', '清', '胛', '胯', '膏', '膀', '臀', '腎', '膨', '炙', '租', '且', '捐', '霸', '霄', '膩', '膵', '膕', '膜', '蝟', '胡', '察', '硝', '踰', '然', '寵', '侑', '咀', '膸', '膤', '腦', '諭', '胱', '胙', '蝴', '雎', '陏', '骭', '滕', '渭', '癇', '偸', '籘', '棚', '腰', '腫', '腿', '弸', '腱', '腥', '覇', '削', '能', '楜', '楕', '隨', '燗', '隴', '癒', '硼', '随', '際', '渣', '隋', '苴', '俎', '墮', '萌', '擺', '擶', '腴', '明', '膣', '潸', '助', '猾', '瑜', '前', '槊', '榾', '籠', '骸', '滑', '散', '瑚', '胼', '瓏', '惰', '崩', '銷', '臉', '霰', '郁', '涓', '萓', '搖', '婿', '淆', '臈', '腮', '膠', '腺', '轍', '膈', '胴', '湖', '奬', '盟', '朞', '肪', '獎', '疽', '靖', '堋', '脹', '脅', '鋤', '誼', '疊', '朝', '燃', '謠', '醐', '蹐', '罷', '肘', '朋', '勝', '喻', '期', '聾', '詛', '脇', '臘', '誚', '脊', '冐', '嫺', '徹', '逾', '靨', '撤', '豚', '祭', '冑', '爼', '箙', '臙', '脆', '肥', '喩', '肬', '鵬', '煎', '阻', '瘉', '股', '朕', '勗', '將', '黶', '脂', '壻', '賄', '瀧', '娟', '脚', '晴', '鮹', '望', '朏', '肯', '朔', '宥', '喟', '瘠', '羸', '熊', '朖', '肢', '肭', '服', '魘', '箭', '鮪', '脩', '嘲', '葫', '青', '堕', '徭', '脛', '疂', '漿', '請', '査', '朗', '稍']	[]	0	0
